Molecule ChEMBL ID,Assay ChEMBL ID,Activity Type,Value,Units,Standard Type,Standard Value,Standard Units,SMILES
CHEMBL3353408,CHEMBL3389022,,11.0,uM,IC50,11000.0,nM,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353409,CHEMBL3389020,,1.0,uM,IC50,1000.0,nM,C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353409,CHEMBL3389022,,71.0,uM,IC50,71000.0,nM,C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353411,CHEMBL3389020,,2.0,uM,IC50,2000.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353411,CHEMBL3389022,,33.0,uM,IC50,33000.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353412,CHEMBL3389020,,45.0,uM,IC50,45000.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC
CHEMBL3353412,CHEMBL3389022,,786.0,uM,IC50,786000.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC
CHEMBL3358006,CHEMBL3384643,,2.1,uM,IC50,2100.0,nM,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1
CHEMBL3330859,CHEMBL3383510,,15.8,%,Inhibition,15.8,%,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2nc3c(s2)CCN(C(=O)C2CCOCC2)CC3)ncc1Cl
CHEMBL2206014,CHEMBL3390665,,58.0,%,Activity,58.0,%,O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Br)c(O)c(Br)c1
CHEMBL3335244,CHEMBL3382433,,88.67,uM,IC50,88670.0,nM,COc1cc(Br)c(Br)c(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1O
CHEMBL3335245,CHEMBL3382433,,76.7,uM,IC50,76700.0,nM,CCOc1cc(Br)c(Br)c(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1O
CHEMBL44,CHEMBL3382433,,25.12,uM,IC50,25120.0,nM,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL213805,CHEMBL3375314,,,,Inhibition,,%,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1
CHEMBL939,CHEMBL3385195,,1730.0,nM,IC50,1730.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL1173655,CHEMBL3385195,,0.97,nM,IC50,0.97,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL3357654,CHEMBL3385195,,8.3,nM,IC50,8.3,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357652,CHEMBL3385195,,3.5,nM,IC50,3.5,nM,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357650,CHEMBL3385195,,7.1,nM,IC50,7.1,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357649,CHEMBL3385195,,2.1,nM,IC50,2.1,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357647,CHEMBL3385195,,37.9,nM,IC50,37.9,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1
CHEMBL3357645,CHEMBL3385195,,16.4,nM,IC50,16.4,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCCCC1
CHEMBL3357643,CHEMBL3385195,,59.8,nM,IC50,59.8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1
CHEMBL3357642,CHEMBL3385195,,25.8,nM,IC50,25.8,nM,CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL3357641,CHEMBL3385195,,5.52,nM,IC50,5.52,nM,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL3357640,CHEMBL3385195,,42.9,nM,IC50,42.9,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCOCC1
CHEMBL3357639,CHEMBL3385195,,21.3,nM,IC50,21.3,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1
CHEMBL3357637,CHEMBL3385195,,3.77,nM,IC50,3.77,nM,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357635,CHEMBL3385195,,14.5,nM,IC50,14.5,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1
CHEMBL3357634,CHEMBL3385195,,6.67,nM,IC50,6.67,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL939,CHEMBL3385194,,76.0,nM,IC50,76.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL1173655,CHEMBL3385194,,0.5,nM,IC50,0.5,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL3357655,CHEMBL3385194,,5.0,nM,IC50,5.0,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C
CHEMBL3357654,CHEMBL3385194,,2.6,nM,IC50,2.6,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357653,CHEMBL3385194,,11.2,nM,IC50,11.2,nM,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C
CHEMBL3357652,CHEMBL3385194,,3.6,nM,IC50,3.6,nM,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357651,CHEMBL3385194,,9.5,nM,IC50,9.5,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C
CHEMBL3357650,CHEMBL3385194,,4.5,nM,IC50,4.5,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3352869,CHEMBL3385194,,1.3,nM,IC50,1.3,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C
CHEMBL3357649,CHEMBL3385194,,1.56,nM,IC50,1.56,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357648,CHEMBL3385194,,39.2,nM,IC50,39.2,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1
CHEMBL3357647,CHEMBL3385194,,12.9,nM,IC50,12.9,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1
CHEMBL3357646,CHEMBL3385194,,2.55,nM,IC50,2.55,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCCCC1
CHEMBL3357645,CHEMBL3385194,,2.6,nM,IC50,2.6,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCCCC1
CHEMBL3357644,CHEMBL3385194,,0.3,nM,IC50,0.3,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1
CHEMBL3357643,CHEMBL3385194,,0.53,nM,IC50,0.53,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1
CHEMBL3357642,CHEMBL3385194,,0.31,nM,IC50,0.31,nM,CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL3357641,CHEMBL3385194,,0.16,nM,IC50,0.16,nM,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL3357640,CHEMBL3385194,,1.0,nM,IC50,1.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCOCC1
CHEMBL3357639,CHEMBL3385194,,0.26,nM,IC50,0.26,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1
CHEMBL3357638,CHEMBL3385194,,0.89,nM,IC50,0.89,nM,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C
CHEMBL3357637,CHEMBL3385194,,0.18,nM,IC50,0.18,nM,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3357636,CHEMBL3385194,,0.67,nM,IC50,0.67,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1
CHEMBL3357635,CHEMBL3385194,,0.27,nM,IC50,0.27,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1
CHEMBL3357634,CHEMBL3385194,,0.2,nM,IC50,0.2,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C
CHEMBL3343366,CHEMBL3381416,,10000.0,nM,IC50,10000.0,nM,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccc(F)cc5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCCC1
CHEMBL3356117,CHEMBL3377057,,50.0,uM,IC50,50000.0,nM,CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1
CHEMBL553,CHEMBL3375023,,0.03,uM,IC50,30.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL3325480,CHEMBL3375023,,16.7,uM,IC50,16700.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12
CHEMBL3325479,CHEMBL3375023,,0.2,uM,IC50,200.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12
CHEMBL3325478,CHEMBL3375023,,7.0,uM,IC50,7000.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12
CHEMBL3325477,CHEMBL3375023,,0.09,uM,IC50,90.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12
CHEMBL3325476,CHEMBL3375023,,8.1,uM,IC50,8100.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12
CHEMBL3325475,CHEMBL3375023,,1.3,uM,IC50,1300.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12
CHEMBL3325474,CHEMBL3375023,,4.3,uM,IC50,4300.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12
CHEMBL3325473,CHEMBL3375023,,1.1,uM,IC50,1100.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12
CHEMBL3325472,CHEMBL3375023,,18.3,uM,IC50,18300.0,nM,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12
CHEMBL3325471,CHEMBL3375023,,5.4,uM,IC50,5400.0,nM,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12
CHEMBL3325470,CHEMBL3375023,,10.4,uM,IC50,10400.0,nM,Cc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12
CHEMBL3327179,CHEMBL3375023,,4.8,uM,IC50,4800.0,nM,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12
CHEMBL554,CHEMBL3386303,,,,Inhibition,,%,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344216,CHEMBL3386300,,,,Inhibition,,%,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344216,CHEMBL3385746,,,,Inhibition,,%,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344216,CHEMBL3385744,,,,Inhibition,,%,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL554,CHEMBL3385740,,7.9,nM,IC50,7.9,nM,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344221,CHEMBL3385740,,30.4,nM,IC50,30.4,nM,CN(C)[C@@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344220,CHEMBL3385740,,13.5,nM,IC50,13.5,nM,CS(=O)(=O)C[C@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344219,CHEMBL3385740,,110.2,nM,IC50,110.2,nM,CCCCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344218,CHEMBL3385740,,92.8,nM,IC50,92.8,nM,CCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344217,CHEMBL3385740,,89.6,nM,IC50,89.6,nM,CCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344216,CHEMBL3385740,,4.1,nM,IC50,4.1,nM,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344215,CHEMBL3385740,,10.8,nM,IC50,10.8,nM,CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344214,CHEMBL3385740,,28.7,nM,IC50,28.7,nM,CS(=O)(=O)CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344213,CHEMBL3385740,,39.2,nM,IC50,39.2,nM,CC(C)NC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344212,CHEMBL3385740,,77.2,nM,IC50,77.2,nM,CS(=O)(=O)CC(NC1CCCCC1)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344211,CHEMBL3385740,,14.7,nM,IC50,14.7,nM,CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344208,CHEMBL3385740,,6.8,nM,IC50,6.8,nM,CN(C)C(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344210,CHEMBL3385740,,34.8,nM,IC50,34.8,nM,CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344209,CHEMBL3385740,,17.6,nM,IC50,17.6,nM,CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL554,CHEMBL3386305,,,,Inhibition,,%,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL554,CHEMBL3386306,,,,Inhibition,,%,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3344216,CHEMBL3386312,,,,Inhibition,,%,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL3186763,CHEMBL3381784,,-2.63,%,Inhibition,-2.63,%,CN1CCN(C)/C(=N/c2ccc([N+](=O)[O-])cc2C(=O)Nc2ccccc2)C1
CHEMBL3354195,CHEMBL3375801,,1500.0,nM,Ki,1500.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccc(=O)n4C(C)C)cn3)n2)CC1
CHEMBL3354194,CHEMBL3375801,,2500.0,nM,Ki,2500.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)CCN4C(C)C)n2)CC1
CHEMBL3354193,CHEMBL3375801,,1900.0,nM,Ki,1900.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)[nH]c(=O)n4C(C)C)n2)CC1
CHEMBL3354192,CHEMBL3375801,,611.0,nM,Ki,611.0,nM,COC1CCN(c2nccc(Nc3cc4c(C(C)C)n[nH]c4cn3)n2)CC1
CHEMBL3354191,CHEMBL3375801,,317.0,nM,Ki,317.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2)CC1
CHEMBL3354190,CHEMBL3375801,,559.0,nM,Ki,559.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2)CC1
CHEMBL3354189,CHEMBL3375801,,553.0,nM,Ki,553.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1
CHEMBL3354188,CHEMBL3375801,,1100.0,nM,Ki,1100.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1
CHEMBL3352835,CHEMBL3375801,,743.0,nM,Ki,743.0,nM,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1
CHEMBL3354184,CHEMBL3375801,,716.0,nM,Ki,716.0,nM,O=C(Nc1ccnc(Nc2ccnc(N3CCC(O)CC3)n2)c1)c1c(Cl)cccc1Cl
CHEMBL3354183,CHEMBL3375801,,101.0,nM,Ki,101.0,nM,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(N[C@@H](C)CO)n1
CHEMBL3354195,CHEMBL3375800,,102.0,nM,Ki,102.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccc(=O)n4C(C)C)cn3)n2)CC1
CHEMBL3354194,CHEMBL3375800,,1500.0,nM,Ki,1500.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)CCN4C(C)C)n2)CC1
CHEMBL3354193,CHEMBL3375800,,156.0,nM,Ki,156.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)[nH]c(=O)n4C(C)C)n2)CC1
CHEMBL3354192,CHEMBL3375800,,42.0,nM,Ki,42.0,nM,COC1CCN(c2nccc(Nc3cc4c(C(C)C)n[nH]c4cn3)n2)CC1
CHEMBL3354191,CHEMBL3375800,,37.0,nM,Ki,37.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2)CC1
CHEMBL3354190,CHEMBL3375800,,211.0,nM,Ki,211.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2)CC1
CHEMBL3354189,CHEMBL3375800,,20.0,nM,Ki,20.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1
CHEMBL3354188,CHEMBL3375800,,62.0,nM,Ki,62.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1
CHEMBL3354187,CHEMBL3375800,,367.0,nM,Ki,367.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)cc(-c3cn[nH]c3)n4C(C)C)n2)CC1
CHEMBL3354186,CHEMBL3375800,,114.0,nM,Ki,114.0,nM,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)cc4cn3)n2)CC1
CHEMBL3354185,CHEMBL3375800,,51.0,nM,Ki,51.0,nM,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)nc4cn3)n2)CC1
CHEMBL3352835,CHEMBL3375800,,32.0,nM,Ki,32.0,nM,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1
CHEMBL3354184,CHEMBL3375800,,76.0,nM,Ki,76.0,nM,O=C(Nc1ccnc(Nc2ccnc(N3CCC(O)CC3)n2)c1)c1c(Cl)cccc1Cl
CHEMBL3354183,CHEMBL3375800,,9.0,nM,Ki,9.0,nM,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(N[C@@H](C)CO)n1
CHEMBL3354195,CHEMBL3375799,,82.0,nM,Ki,82.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccc(=O)n4C(C)C)cn3)n2)CC1
CHEMBL3354194,CHEMBL3375799,,423.0,nM,Ki,423.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)CCN4C(C)C)n2)CC1
CHEMBL3354193,CHEMBL3375799,,114.0,nM,Ki,114.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)[nH]c(=O)n4C(C)C)n2)CC1
CHEMBL3354192,CHEMBL3375799,,18.0,nM,Ki,18.0,nM,COC1CCN(c2nccc(Nc3cc4c(C(C)C)n[nH]c4cn3)n2)CC1
CHEMBL3354191,CHEMBL3375799,,12.0,nM,Ki,12.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2)CC1
CHEMBL3354190,CHEMBL3375799,,40.0,nM,Ki,40.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2)CC1
CHEMBL3354189,CHEMBL3375799,,17.0,nM,Ki,17.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1
CHEMBL3354188,CHEMBL3375799,,33.0,nM,Ki,33.0,nM,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1
CHEMBL3354187,CHEMBL3375799,,16.0,nM,Ki,16.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)cc(-c3cn[nH]c3)n4C(C)C)n2)CC1
CHEMBL3354186,CHEMBL3375799,,66.0,nM,Ki,66.0,nM,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)cc4cn3)n2)CC1
CHEMBL3354185,CHEMBL3375799,,76.0,nM,Ki,76.0,nM,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)nc4cn3)n2)CC1
CHEMBL3352835,CHEMBL3375799,,14.0,nM,Ki,14.0,nM,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1
CHEMBL3354184,CHEMBL3375799,,28.0,nM,Ki,28.0,nM,O=C(Nc1ccnc(Nc2ccnc(N3CCC(O)CC3)n2)c1)c1c(Cl)cccc1Cl
CHEMBL3354183,CHEMBL3375799,,22.0,nM,Ki,22.0,nM,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(N[C@@H](C)CO)n1
CHEMBL553,CHEMBL3375799,,0.1,nM,Ki,0.1,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL3352835,CHEMBL3375813,,80.0,%,Inhibition,80.0,%,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1
CHEMBL3352835,CHEMBL3375814,,80.0,%,Inhibition,80.0,%,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1
CHEMBL3354183,CHEMBL3375825,,,,Inhibition,,%,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(N[C@@H](C)CO)n1
CHEMBL553,CHEMBL3375801,,0.1,nM,Ki,0.1,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL553,CHEMBL3375800,,0.3,nM,Ki,0.3,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL553,CHEMBL3375825,,123.0,nM,Ki,123.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL3343621,CHEMBL3387487,,10.0,uM,IC50,10000.0,nM,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4sccc4n3)cc2)cc(C)c1O
